sequence,mode,stage,candidate_key,elapsed_s
374,saturation,high,"[60,25,13,50.0,0.0,0.0]",46.120718700003636
375,saturation,low,"[38,40,0,50.0,0.0,0.0]",112.89358959999663
376,saturation,low,"[38,40,1,50.0,0.0,0.0]",112.89626410000346
377,saturation,low,"[38,40,2,50.0,0.0,0.0]",112.8992048
378,saturation,low,"[38,40,3,50.0,0.0,0.0]",112.9030483999959
379,saturation,low,"[38,40,4,50.0,0.0,0.0]",112.90690750000067
380,saturation,low,"[38,40,5,50.0,0.0,0.0]",112.91028440000082
381,saturation,low,"[38,40,6,50.0,0.0,0.0]",112.91401380000025
382,saturation,low,"[38,40,7,50.0,0.0,0.0]",112.91752830000041
383,saturation,low,"[38,40,8,50.0,0.0,0.0]",112.91884179999761
384,saturation,low,"[38,40,9,50.0,0.0,0.0]",112.9223897999982
385,saturation,low,"[38,40,10,50.0,0.0,0.0]",112.92389639999601
386,saturation,low,"[38,40,11,50.0,0.0,0.0]",112.92564310000307
387,saturation,low,"[38,40,12,50.0,0.0,0.0]",112.92808769999829
388,saturation,low,"[38,40,13,50.0,0.0,0.0]",112.93055989999993
389,saturation,low,"[38,40,14,50.0,0.0,0.0]",112.9335568000024
390,saturation,low,"[38,40,15,50.0,0.0,0.0]",112.93649390000064
391,saturation,low,"[38,40,16,50.0,0.0,0.0]",112.94029239999509
392,saturation,low,"[38,40,17,50.0,0.0,0.0]",112.94242510000186
393,saturation,low,"[38,40,18,50.0,0.0,0.0]",112.9443769999998
394,saturation,low,"[38,40,19,50.0,0.0,0.0]",112.9471271999937
395,saturation,low,"[38,40,20,50.0,0.0,0.0]",112.94901460000256
396,saturation,low,"[38,40,21,50.0,0.0,0.0]",112.95018259999779
397,saturation,low,"[38,40,22,50.0,0.0,0.0]",112.95246150000457
398,saturation,low,"[38,40,23,50.0,0.0,0.0]",112.95457069999975
399,saturation,low,"[38,40,24,50.0,0.0,0.0]",112.95705769999768
400,saturation,low,"[38,40,25,50.0,0.0,0.0]",112.96013259999745
401,saturation,low,"[38,40,26,50.0,0.0,0.0]",112.96397880000586
402,saturation,low,"[38,40,27,50.0,0.0,0.0]",112.96901749999961
403,saturation,low,"[38,40,28,50.0,0.0,0.0]",112.97163590000127
404,saturation,low,"[38,40,29,50.0,0.0,0.0]",112.97422599999845
405,saturation,low,"[38,40,30,50.0,0.0,0.0]",112.97673519999807
406,saturation,low,"[38,40,31,50.0,0.0,0.0]",112.97868319999543
407,saturation,low,"[38,40,32,50.0,0.0,0.0]",112.98090589999629
408,saturation,low,"[38,40,33,50.0,0.0,0.0]",112.9830923000045
409,saturation,low,"[38,40,34,50.0,0.0,0.0]",112.98706330000277
410,saturation,low,"[38,40,35,50.0,0.0,0.0]",112.9897048999992
411,saturation,low,"[38,40,36,50.0,0.0,0.0]",112.99191150000115
412,saturation,low,"[38,40,37,50.0,0.0,0.0]",112.9956355999966
413,saturation,low,"[40,38,0,50.0,0.0,0.0]",112.99904140000581
414,saturation,low,"[40,38,1,50.0,0.0,0.0]",113.00412390000565
415,saturation,low,"[40,38,2,50.0,0.0,0.0]",113.00680850000208
416,saturation,low,"[40,38,3,50.0,0.0,0.0]",113.00944159999926
417,saturation,low,"[40,38,4,50.0,0.0,0.0]",113.01199130000168
418,saturation,low,"[40,38,5,50.0,0.0,0.0]",113.01365059999807
419,saturation,low,"[40,38,6,50.0,0.0,0.0]",113.01545360000455
420,saturation,low,"[40,38,7,50.0,0.0,0.0]",113.01775720000296
421,saturation,low,"[40,38,8,50.0,0.0,0.0]",113.02015640000172
422,saturation,low,"[40,38,9,50.0,0.0,0.0]",113.02263010000024
423,saturation,low,"[40,38,10,50.0,0.0,0.0]",113.02522679999674
424,saturation,low,"[40,38,11,50.0,0.0,0.0]",113.02868549999403
425,saturation,low,"[40,38,12,50.0,0.0,0.0]",113.0331428999998
426,saturation,low,"[40,38,13,50.0,0.0,0.0]",113.03584830000182
427,saturation,low,"[40,38,14,50.0,0.0,0.0]",113.03869419999683
428,saturation,low,"[40,38,15,50.0,0.0,0.0]",113.04172310000286
429,saturation,low,"[40,38,16,50.0,0.0,0.0]",113.04358849999699
430,saturation,low,"[40,38,17,50.0,0.0,0.0]",113.04513439999573
431,saturation,low,"[40,38,18,50.0,0.0,0.0]",113.04903880000347
432,saturation,low,"[40,38,19,50.0,0.0,0.0]",113.0517192000043
433,saturation,low,"[40,38,20,50.0,0.0,0.0]",113.05399140000372
434,saturation,low,"[40,38,21,50.0,0.0,0.0]",113.05656409999938
435,saturation,low,"[40,38,22,50.0,0.0,0.0]",113.05912530000205
436,saturation,low,"[40,38,23,50.0,0.0,0.0]",113.0622979999971
437,saturation,low,"[40,38,24,50.0,0.0,0.0]",113.06629000000248
438,saturation,low,"[40,38,25,50.0,0.0,0.0]",113.06834820000222
439,saturation,low,"[40,38,26,50.0,0.0,0.0]",113.07065429999784
440,saturation,low,"[40,38,27,50.0,0.0,0.0]",113.07346439999674
441,saturation,low,"[40,38,28,50.0,0.0,0.0]",113.07485079999606
442,saturation,low,"[40,38,29,50.0,0.0,0.0]",113.07768439999927
443,saturation,low,"[40,38,30,50.0,0.0,0.0]",113.08024069999374
444,saturation,low,"[40,38,31,50.0,0.0,0.0]",113.08303240000532
445,saturation,low,"[40,38,32,50.0,0.0,0.0]",113.08527909999975
446,saturation,low,"[40,38,33,50.0,0.0,0.0]",113.0881051000033
447,saturation,low,"[40,38,34,50.0,0.0,0.0]",113.09130029999505
448,saturation,low,"[40,38,35,50.0,0.0,0.0]",113.09552409999742
449,saturation,low,"[40,38,36,50.0,0.0,0.0]",113.09756620000553
450,saturation,low,"[40,38,37,50.0,0.0,0.0]",113.09962939999969
451,saturation,low,"[40,38,38,50.0,0.0,0.0]",113.10166480000044
452,saturation,low,"[40,38,39,50.0,0.0,0.0]",113.10263290000148
453,saturation,medium,"[38,40,31,50.0,0.0,0.0]",298.05929430000106
454,saturation,medium,"[38,40,35,50.0,0.0,0.0]",298.0631123999992
455,saturation,medium,"[38,40,36,50.0,0.0,0.0]",298.06524250000075
456,saturation,medium,"[40,38,39,50.0,0.0,0.0]",298.06719010000234
457,saturation,medium,"[38,40,33,50.0,0.0,0.0]",298.06973509999807
458,saturation,medium,"[38,40,3,50.0,0.0,0.0]",298.0723377999966
459,saturation,medium,"[38,40,34,50.0,0.0,0.0]",298.07514300000184
460,saturation,medium,"[38,40,0,50.0,0.0,0.0]",298.07818340000085
461,saturation,medium,"[38,40,2,50.0,0.0,0.0]",298.0817496000018
462,saturation,medium,"[40,38,35,50.0,0.0,0.0]",298.08417120000377
463,saturation,medium,"[40,38,2,50.0,0.0,0.0]",298.08774280000216
464,saturation,medium,"[40,38,0,50.0,0.0,0.0]",298.0919014000028
465,saturation,medium,"[40,38,38,50.0,0.0,0.0]",298.09522200000356
466,saturation,medium,"[40,38,4,50.0,0.0,0.0]",298.0988940000025
467,saturation,medium,"[38,40,7,50.0,0.0,0.0]",298.1007771000004
468,saturation,medium,"[38,40,32,50.0,0.0,0.0]",298.1025824000026
469,saturation,medium,"[38,40,23,50.0,0.0,0.0]",298.1060207999981
470,saturation,medium,"[38,40,37,50.0,0.0,0.0]",298.10867249999865
471,saturation,medium,"[38,40,24,50.0,0.0,0.0]",298.11147260000143
472,saturation,medium,"[38,40,21,50.0,0.0,0.0]",298.1140942999991
473,saturation,medium,"[38,40,25,50.0,0.0,0.0]",298.1164532999974
474,saturation,medium,"[38,40,22,50.0,0.0,0.0]",298.11952459999884
475,saturation,medium,"[40,38,1,50.0,0.0,0.0]",298.12545520000276
476,saturation,medium,"[40,38,3,50.0,0.0,0.0]",298.1291665000026
477,saturation,medium,"[38,40,20,50.0,0.0,0.0]",298.1317340000023
478,saturation,medium,"[38,40,5,50.0,0.0,0.0]",298.13427709999814
479,saturation,medium,"[38,40,8,50.0,0.0,0.0]",298.1361285000021
480,saturation,medium,"[38,40,6,50.0,0.0,0.0]",298.1388661999954
481,saturation,medium,"[38,40,4,50.0,0.0,0.0]",298.14121539999906
482,saturation,medium,"[38,40,1,50.0,0.0,0.0]",298.1436848999947
483,saturation,medium,"[40,38,25,50.0,0.0,0.0]",298.14588619999995
484,saturation,medium,"[40,38,26,50.0,0.0,0.0]",298.1481713999965
485,saturation,medium,"[40,38,27,50.0,0.0,0.0]",298.15091910000046
486,saturation,medium,"[40,38,23,50.0,0.0,0.0]",298.1542174999995
487,saturation,medium,"[40,38,24,50.0,0.0,0.0]",298.15691619999416
488,saturation,medium,"[40,38,7,50.0,0.0,0.0]",298.1599935999984
489,saturation,medium,"[40,38,36,50.0,0.0,0.0]",298.16327620000084
490,saturation,medium,"[40,38,6,50.0,0.0,0.0]",298.1652000000031
491,saturation,medium,"[38,40,26,50.0,0.0,0.0]",298.1676762999996
492,saturation,medium,"[38,40,19,50.0,0.0,0.0]",298.1698949000056
493,saturation,medium,"[40,38,29,50.0,0.0,0.0]",298.17265430000407
494,saturation,medium,"[40,38,5,50.0,0.0,0.0]",298.1750799000001
495,saturation,medium,"[40,38,28,50.0,0.0,0.0]",298.1793173000042
496,saturation,medium,"[40,38,8,50.0,0.0,0.0]",298.181390800004
497,saturation,medium,"[40,38,37,50.0,0.0,0.0]",298.1840463999979
498,saturation,medium,"[38,40,27,50.0,0.0,0.0]",298.18732720000116
499,saturation,medium,"[38,40,28,50.0,0.0,0.0]",298.18972660000145
500,saturation,medium,"[40,38,10,50.0,0.0,0.0]",298.1920478999964
501,saturation,medium,"[40,38,30,50.0,0.0,0.0]",298.19498709999607
502,saturation,medium,"[38,40,29,50.0,0.0,0.0]",298.19658229999914
503,saturation,medium,"[40,38,22,50.0,0.0,0.0]",298.1986925999954
504,saturation,medium,"[38,40,18,50.0,0.0,0.0]",298.2007663999975
505,saturation,medium,"[40,38,31,50.0,0.0,0.0]",298.2031682000015
506,saturation,medium,"[38,40,9,50.0,0.0,0.0]",298.2056780999992
507,saturation,medium,"[38,40,30,50.0,0.0,0.0]",298.20842249999987
508,saturation,medium,"[40,38,32,50.0,0.0,0.0]",298.2109590999971
509,saturation,medium,"[38,40,10,50.0,0.0,0.0]",298.21442459999525
510,saturation,medium,"[40,38,33,50.0,0.0,0.0]",298.2191812000019
511,saturation,medium,"[40,38,11,50.0,0.0,0.0]",298.221953100001
512,saturation,medium,"[40,38,34,50.0,0.0,0.0]",298.2244856000034
513,saturation,medium,"[40,38,12,50.0,0.0,0.0]",298.2279148000016
514,saturation,high,"[38,40,31,50.0,0.0,0.0]",168.62458250000054
515,saturation,high,"[38,40,2,50.0,0.0,0.0]",168.6294526999991
516,saturation,high,"[38,40,36,50.0,0.0,0.0]",168.63256350000302
517,saturation,high,"[38,40,33,50.0,0.0,0.0]",168.63541030000488
518,saturation,high,"[38,40,34,50.0,0.0,0.0]",168.6378149000011
519,saturation,high,"[38,40,0,50.0,0.0,0.0]",168.64012070000172
520,saturation,high,"[38,40,1,50.0,0.0,0.0]",168.64366000000155
521,saturation,high,"[38,40,37,50.0,0.0,0.0]",168.64643339999748
522,saturation,high,"[38,40,32,50.0,0.0,0.0]",168.649997600005
523,saturation,high,"[40,38,0,50.0,0.0,0.0]",168.6534188000005
524,saturation,high,"[40,38,38,50.0,0.0,0.0]",168.65620520000084
525,saturation,high,"[40,38,35,50.0,0.0,0.0]",168.65904430000228
526,saturation,high,"[40,38,36,50.0,0.0,0.0]",168.66229789999488
527,saturation,high,"[38,40,25,50.0,0.0,0.0]",168.6664804999964
528,saturation,high,"[38,40,26,50.0,0.0,0.0]",168.6685481999957
529,saturation,high,"[38,40,27,50.0,0.0,0.0]",168.67121020000195
530,saturation,high,"[38,40,29,50.0,0.0,0.0]",168.67360660000122
531,saturation,high,"[38,40,28,50.0,0.0,0.0]",168.67571280000266
532,saturation,high,"[38,40,30,50.0,0.0,0.0]",168.67811549999897
533,saturation,high,"[40,38,31,50.0,0.0,0.0]",168.68063670000265
534,saturation,high,"[40,38,32,50.0,0.0,0.0]",168.68273580000096
535,saturation,high,"[40,38,34,50.0,0.0,0.0]",168.68563419999555
536,saturation,low,"[28,55,0,50.0,0.0,0.0]",207.92096160000074
537,saturation,low,"[28,55,1,50.0,0.0,0.0]",207.9248030000017
538,saturation,low,"[28,55,2,50.0,0.0,0.0]",207.92972539999755
539,saturation,low,"[28,55,3,50.0,0.0,0.0]",207.93253819999518
540,saturation,low,"[28,55,4,50.0,0.0,0.0]",207.935708099998
541,saturation,low,"[28,55,5,50.0,0.0,0.0]",207.93877140000404
542,saturation,low,"[28,55,6,50.0,0.0,0.0]",207.94118270000035
543,saturation,low,"[28,55,7,50.0,0.0,0.0]",207.94348969999555
544,saturation,low,"[28,55,8,50.0,0.0,0.0]",207.94563239999843
545,saturation,low,"[28,55,9,50.0,0.0,0.0]",207.94810889999644
546,saturation,low,"[28,55,10,50.0,0.0,0.0]",207.95073439999396
547,saturation,low,"[28,55,11,50.0,0.0,0.0]",207.9537249999994
548,saturation,low,"[28,55,12,50.0,0.0,0.0]",207.95678419999604
549,saturation,low,"[28,55,13,50.0,0.0,0.0]",207.96007769999414
550,saturation,low,"[28,55,14,50.0,0.0,0.0]",207.96492900000158
551,saturation,low,"[28,55,15,50.0,0.0,0.0]",207.96744640000543
552,saturation,low,"[28,55,16,50.0,0.0,0.0]",207.9700206999987
553,saturation,low,"[28,55,17,50.0,0.0,0.0]",207.97282100000302
554,saturation,low,"[28,55,18,50.0,0.0,0.0]",207.97605660000409
555,saturation,low,"[28,55,19,50.0,0.0,0.0]",207.97786059999635
556,saturation,low,"[28,55,20,50.0,0.0,0.0]",207.98009209999873
557,saturation,low,"[28,55,21,50.0,0.0,0.0]",207.98229429999628
558,saturation,low,"[28,55,22,50.0,0.0,0.0]",207.9847974000004
559,saturation,low,"[28,55,23,50.0,0.0,0.0]",207.98754259999987
560,saturation,low,"[28,55,24,50.0,0.0,0.0]",207.99089520000416
561,saturation,low,"[28,55,25,50.0,0.0,0.0]",207.99389879999944
562,saturation,low,"[28,55,26,50.0,0.0,0.0]",207.99855050000042
563,saturation,low,"[28,55,27,50.0,0.0,0.0]",208.00127690000227
564,saturation,low,"[35,44,0,50.0,0.0,0.0]",208.0034222999966
565,saturation,low,"[35,44,1,50.0,0.0,0.0]",208.00553199999558
566,saturation,low,"[35,44,2,50.0,0.0,0.0]",208.0064848999973
567,saturation,low,"[35,44,3,50.0,0.0,0.0]",208.00780999999552
568,saturation,low,"[35,44,4,50.0,0.0,0.0]",208.00948499999504
569,saturation,low,"[35,44,5,50.0,0.0,0.0]",208.01211880000483
570,saturation,low,"[35,44,6,50.0,0.0,0.0]",208.01419909999822
571,saturation,low,"[35,44,7,50.0,0.0,0.0]",208.01703870000347
572,saturation,low,"[35,44,8,50.0,0.0,0.0]",208.01983550000296
573,saturation,low,"[35,44,9,50.0,0.0,0.0]",208.02235759999894
574,saturation,low,"[35,44,10,50.0,0.0,0.0]",208.02567049999925
575,saturation,low,"[35,44,11,50.0,0.0,0.0]",208.0281399999949
576,saturation,low,"[35,44,12,50.0,0.0,0.0]",208.03008430000045
577,saturation,low,"[35,44,13,50.0,0.0,0.0]",208.03261919999932
578,saturation,low,"[35,44,14,50.0,0.0,0.0]",208.03363040000113
579,saturation,low,"[35,44,15,50.0,0.0,0.0]",208.03461770000285
580,saturation,low,"[35,44,16,50.0,0.0,0.0]",208.03571469999588
581,saturation,low,"[35,44,17,50.0,0.0,0.0]",208.03726430000097
582,saturation,low,"[35,44,18,50.0,0.0,0.0]",208.03889909999998
583,saturation,low,"[35,44,19,50.0,0.0,0.0]",208.0411043999993
584,saturation,low,"[35,44,20,50.0,0.0,0.0]",208.04393220000202
585,saturation,low,"[35,44,21,50.0,0.0,0.0]",208.04739849999896
586,saturation,low,"[35,44,22,50.0,0.0,0.0]",208.0510912000027
587,saturation,low,"[35,44,23,50.0,0.0,0.0]",208.05375610000192
588,saturation,low,"[35,44,24,50.0,0.0,0.0]",208.05589450000116
589,saturation,low,"[35,44,25,50.0,0.0,0.0]",208.05709950000164
590,saturation,low,"[35,44,26,50.0,0.0,0.0]",208.05834609999874
591,saturation,low,"[35,44,27,50.0,0.0,0.0]",208.06044359999942
592,saturation,low,"[35,44,28,50.0,0.0,0.0]",208.0624403000038
593,saturation,low,"[35,44,29,50.0,0.0,0.0]",208.06461510000372
594,saturation,low,"[35,44,30,50.0,0.0,0.0]",208.06815199999983
595,saturation,low,"[35,44,31,50.0,0.0,0.0]",208.0706771999976
596,saturation,low,"[35,44,32,50.0,0.0,0.0]",208.07465799999773
597,saturation,low,"[35,44,33,50.0,0.0,0.0]",208.07869619999838
598,saturation,low,"[35,44,34,50.0,0.0,0.0]",208.08216549999634
599,saturation,low,"[44,35,0,50.0,0.0,0.0]",208.0847913999969
600,saturation,low,"[44,35,1,50.0,0.0,0.0]",208.08737129999645
601,saturation,low,"[44,35,2,50.0,0.0,0.0]",208.0892101000063
602,saturation,low,"[44,35,3,50.0,0.0,0.0]",208.09158780000143
603,saturation,low,"[44,35,4,50.0,0.0,0.0]",208.09313370000018
604,saturation,low,"[44,35,5,50.0,0.0,0.0]",208.09581679999974
605,saturation,low,"[44,35,6,50.0,0.0,0.0]",208.0974344999995
606,saturation,low,"[44,35,7,50.0,0.0,0.0]",208.10003409999626
607,saturation,low,"[44,35,8,50.0,0.0,0.0]",208.10258429999521
608,saturation,low,"[44,35,9,50.0,0.0,0.0]",208.10691059999954
609,saturation,low,"[44,35,10,50.0,0.0,0.0]",208.11036750000494
610,saturation,low,"[44,35,11,50.0,0.0,0.0]",208.11313680000603
611,saturation,low,"[44,35,12,50.0,0.0,0.0]",208.11583149999933
612,saturation,low,"[44,35,13,50.0,0.0,0.0]",208.11783590000414
613,saturation,low,"[44,35,14,50.0,0.0,0.0]",208.11930649999704
614,saturation,low,"[44,35,15,50.0,0.0,0.0]",208.12128530000336
615,saturation,low,"[44,35,16,50.0,0.0,0.0]",208.12327759999607
616,saturation,low,"[44,35,17,50.0,0.0,0.0]",208.1256560999973
617,saturation,low,"[44,35,18,50.0,0.0,0.0]",208.12862129999849
618,saturation,low,"[44,35,19,50.0,0.0,0.0]",208.13211130000127
619,saturation,low,"[44,35,20,50.0,0.0,0.0]",208.13557020000007
620,saturation,low,"[44,35,21,50.0,0.0,0.0]",208.14055360000202
621,saturation,low,"[44,35,22,50.0,0.0,0.0]",208.1430857000014
622,saturation,low,"[44,35,23,50.0,0.0,0.0]",208.14516629999707
623,saturation,low,"[44,35,24,50.0,0.0,0.0]",208.1483273000049
624,saturation,low,"[44,35,25,50.0,0.0,0.0]",208.15045960000134
625,saturation,low,"[44,35,26,50.0,0.0,0.0]",208.15300679999928
626,saturation,low,"[44,35,27,50.0,0.0,0.0]",208.1552096000014
627,saturation,low,"[44,35,28,50.0,0.0,0.0]",208.15760359999695
628,saturation,low,"[44,35,29,50.0,0.0,0.0]",208.16047830000025
629,saturation,low,"[44,35,30,50.0,0.0,0.0]",208.16326359999948
630,saturation,low,"[44,35,31,50.0,0.0,0.0]",208.1668883999955
631,saturation,low,"[44,35,32,50.0,0.0,0.0]",208.16975139999704
632,saturation,low,"[44,35,33,50.0,0.0,0.0]",208.17411070000526
633,saturation,low,"[44,35,34,50.0,0.0,0.0]",208.17696440000145
634,saturation,low,"[44,35,35,50.0,0.0,0.0]",208.18027910000092
635,saturation,low,"[44,35,36,50.0,0.0,0.0]",208.18248109999695
636,saturation,low,"[44,35,37,50.0,0.0,0.0]",208.18438140000217
637,saturation,low,"[44,35,38,50.0,0.0,0.0]",208.18655159999616
638,saturation,low,"[44,35,39,50.0,0.0,0.0]",208.1887115999998
639,saturation,low,"[44,35,40,50.0,0.0,0.0]",208.19115729999612
640,saturation,low,"[44,35,41,50.0,0.0,0.0]",208.1941689000014
641,saturation,low,"[44,35,42,50.0,0.0,0.0]",208.1972112000003
642,saturation,low,"[44,35,43,50.0,0.0,0.0]",208.20055890000367
643,saturation,low,"[55,28,0,50.0,0.0,0.0]",208.20488370000385
644,saturation,low,"[55,28,1,50.0,0.0,0.0]",208.2084251999986
645,saturation,low,"[55,28,2,50.0,0.0,0.0]",208.21171579999645
646,saturation,low,"[55,28,3,50.0,0.0,0.0]",208.2145956999957
647,saturation,low,"[55,28,4,50.0,0.0,0.0]",208.21633309999743
648,saturation,low,"[55,28,5,50.0,0.0,0.0]",208.21769579999818
649,saturation,low,"[55,28,6,50.0,0.0,0.0]",208.21963640000467
650,saturation,low,"[55,28,7,50.0,0.0,0.0]",208.22196320000512
651,saturation,low,"[55,28,8,50.0,0.0,0.0]",208.22652319999906
652,saturation,low,"[55,28,9,50.0,0.0,0.0]",208.2287826000029
653,saturation,low,"[55,28,10,50.0,0.0,0.0]",208.23111359999893
654,saturation,low,"[55,28,11,50.0,0.0,0.0]",208.23419540000032
655,saturation,low,"[55,28,12,50.0,0.0,0.0]",208.23820100000012
656,saturation,low,"[55,28,13,50.0,0.0,0.0]",208.24101679999876
657,saturation,low,"[55,28,14,50.0,0.0,0.0]",208.24307119999867
658,saturation,low,"[55,28,15,50.0,0.0,0.0]",208.2455923000016
659,saturation,low,"[55,28,16,50.0,0.0,0.0]",208.24705600000016
660,saturation,low,"[55,28,17,50.0,0.0,0.0]",208.24870910000027
661,saturation,low,"[55,28,18,50.0,0.0,0.0]",208.25077199999942
662,saturation,low,"[55,28,19,50.0,0.0,0.0]",208.2529590999984
663,saturation,low,"[55,28,20,50.0,0.0,0.0]",208.25420660000236
664,saturation,low,"[55,28,21,50.0,0.0,0.0]",208.2582282000003
665,saturation,low,"[55,28,22,50.0,0.0,0.0]",208.26251760000014
666,saturation,low,"[55,28,23,50.0,0.0,0.0]",208.26727019999817
667,saturation,low,"[55,28,24,50.0,0.0,0.0]",208.26948970000376
668,saturation,low,"[55,28,25,50.0,0.0,0.0]",208.27171530000487
669,saturation,low,"[55,28,26,50.0,0.0,0.0]",208.2741718000034
670,saturation,low,"[55,28,27,50.0,0.0,0.0]",208.2758240999974
671,saturation,low,"[55,28,28,50.0,0.0,0.0]",208.27732660000038
672,saturation,low,"[55,28,29,50.0,0.0,0.0]",208.28005570000096
673,saturation,low,"[55,28,30,50.0,0.0,0.0]",208.28195899999992
674,saturation,low,"[55,28,31,50.0,0.0,0.0]",208.283909400001
675,saturation,low,"[55,28,32,50.0,0.0,0.0]",208.28633799999807
676,saturation,low,"[55,28,33,50.0,0.0,0.0]",208.2887469000052
677,saturation,low,"[55,28,34,50.0,0.0,0.0]",208.29108240000642
678,saturation,low,"[55,28,35,50.0,0.0,0.0]",208.2950864000013
679,saturation,low,"[55,28,36,50.0,0.0,0.0]",208.29765100000077
680,saturation,low,"[55,28,37,50.0,0.0,0.0]",208.29980449999857
681,saturation,low,"[55,28,38,50.0,0.0,0.0]",208.30188949999865
682,saturation,low,"[55,28,39,50.0,0.0,0.0]",208.3028415000008
683,saturation,low,"[55,28,40,50.0,0.0,0.0]",208.30593139999837
684,saturation,low,"[55,28,41,50.0,0.0,0.0]",208.30775770000037
685,saturation,low,"[55,28,42,50.0,0.0,0.0]",208.31115610000415
686,saturation,low,"[55,28,43,50.0,0.0,0.0]",208.31327220000094
687,saturation,low,"[55,28,44,50.0,0.0,0.0]",208.31576330000098
688,saturation,low,"[55,28,45,50.0,0.0,0.0]",208.31909109999833
689,saturation,low,"[55,28,46,50.0,0.0,0.0]",208.32356979999895
690,saturation,low,"[55,28,47,50.0,0.0,0.0]",208.3259048999971
691,saturation,low,"[55,28,48,50.0,0.0,0.0]",208.32827479999833
692,saturation,low,"[55,28,49,50.0,0.0,0.0]",208.3311446000007
693,saturation,low,"[55,28,50,50.0,0.0,0.0]",208.33236119999492
694,saturation,low,"[55,28,51,50.0,0.0,0.0]",208.335187100005
695,saturation,low,"[55,28,52,50.0,0.0,0.0]",208.33661120000033
696,saturation,low,"[55,28,53,50.0,0.0,0.0]",208.33892080000078
697,saturation,low,"[55,28,54,50.0,0.0,0.0]",208.34143739999854
698,saturation,medium,"[28,55,6,50.0,0.0,0.0]",427.291129499994
699,saturation,medium,"[35,44,24,50.0,0.0,0.0]",427.29320059999736
700,saturation,medium,"[28,55,7,50.0,0.0,0.0]",427.29524169999786
701,saturation,medium,"[35,44,25,50.0,0.0,0.0]",427.2980467000016
